0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.9999999999999999,0.9882159700788867,0.9756308614862849,0.9630457528936834,0.9504673226507786,0.9408996197204412,0.9309419740083263,0.9183752879422055,0.9057901793496036,0.893205070757002,0.8806199621644005,0.8680348535717991,0.8554497449791972,0.8428646363865956,0.8302795277939942,0.8176944192013927,0.8062888376275724,0.7980549148249304,0.785609062842516,0.7730239542499145,0.7604388456573129,0.747853737064711,0.7352686284721096,0.7226835198795077,0.7100984112869063,0.6975133026943049,0.684928194101703,0.6723430855091016,0.6603604204116963,0.6525999797598033,0.640257729150225,0.6276726205576234,0.615087511965022,0.6025024033724201,0.5899172947798187,0.577332186187217,0.5647470775946156,0.5521619690020138,0.5395768604094121,0.5269917518168107,0.514406643224209,0.5018215346316074,0.48989668107944706,0.48212201869679505,0.46973617827273084,0.4571510696801294,0.4445659610875278,0.4319808524949261,0.4193957439023245,0.40681063530972306,0.3942255267171214,0.38164041812451976,0.3690553095319181,0.3564702009393165,0.34388509234671505,0.331309397813324,0.3223703176073799,0.3117967521870201,0.29921462739523685,0.2866295188026353,0.2740444102100337,0.2614593820794766,0.25037558904913315,0.24184088238309354,0.22937394525855548,0.21678883666595372,0.20420408344738228,0.1923184621026769,0.18433532570576805,0.1722795244337907,0.16456788026661717,0.1605781147391716,0.16056575711016519,0.15924842666632455,0.14957403872555664,0.14729429780590353,0.1520724387337149,0.15262213405469627,0.14890877957866422,0.13698665568273438,0.12488255066985032,0.11822802665659349,0.11996051814985398,0.1155167731899518,0.10885168704782033,0.10124107762649182,0.09367652699273299,0.0872753968927783,0.08643212436503478,0.09794183061037876,0.1105269392029804,0.12311204779558194,0.13569437374247673,0.14614280063379692,0.14263011078691867,0.14091078093533238,0.13629543643867703,0.13561963501117902,0.13441325011979843,0.12818465514113386,0.12178081615234648,0.11801863746026697,0.10916502530298944,0.10146165555784581,0.09383561814286034,0.08742209018287683,0.08031974312334655,0.07221327329052352,0.06301253188140521,0.05669886649114475,0.05052540170565056,0.044351936920156154,0.039397493612084,0.03922985315673133,0.03936888286695828,0.04520496785829553,0.05288513870750566,0.062017656997966575,0.06820064312539742,0.07452866453560958,0.08384565214137452,0.09195188058806325,0.09900179891971861,0.10643312819415285,0.11446099162672185,0.12384254316843846,0.13262161211047174,0.1419545684770983,0.15087799179042327,0.15895175400114758,0.16618319720394814,0.17041357837413285,0.17450587032442366,0.17011415303396682,0.1655938217416547,0.159423649194816,0.15362703514956166,0.14963381421421418,0.1432999259437241,0.14129225967757708,0.14136611484826223,0.14494874396124602,0.1513572832744684,0.15951826072907338,0.1695842726166733,0.17576667539428148,0.18071134355458063,0.18116700326040958,0.18594620502771864,0.18637827026060128,0.18186884694595395,0.1809798731348724,0.1809790886299384,0.18080262494180932,0.17637698462642382,0.1719458039022147,0.1608652733836332,0.1530709745342701,0.14067783540716372,0.12809272681456196,0.11550761822196054,0.10292250962935878,0.09033740103675736,0.0777522924441556,0.06566617510789141,0.05780740126988726,0.045666936085279275,0.03308182749267752,0.020496718900075983,0.008486669386501888,0.00145855111147708,0.0,0.005589792844248875,0.015432543782675334,0.02801220777692981,0.04059731636953168,0.053182424962133434,0.06576753355473486,0.07835264214733662,0.09093775073993804,0.10310195538630762,0.11094916061418059,0.1230231070988147,0.13560821569141612,0.14819332428401788,0.1607784328766193,0.17336354146922106,0.18594865006182248,0.19853375865442424,0.21111886724702578,0.22370397583962753,0.23628908443222896,0.24887419302483071,0.26145930161743214,0.2740444102100339,0.2866295188026353,0.29907618175205486,0.30732167316482717,0.318714875161512,0.33129891763202324,0.3428634334517634,0.3478468629771426,0.35772487258348995,0.3703004792866632,0.38288558787926485,0.3954706964718665,0.40805580506446815,0.42064091365706957,0.43322602224967144,0.4458111308422731,0.4583962394348743,0.4709813480274764,0.4835664566200778,0.49615156521267945,0.5087366738052809,0.5213217823978827,0.5339068909904842,0.5464919995830858,0.5590771081756872,0.5715132285540453,0.5796083280351184,0.591162464534564,0.6037475731271654,0.6163326817197671,0.6289177903123685,0.6415028989049704,0.6540880074975716,0.6666731160901734,0.6792582246827749,0.6918433332753767,0.7044284418679779,0.7170135504605798,0.7295986590531817,0.7421837676457829,0.7547688762383845,0.7673539848309859,0.779939093423588,0.7925242020161892,0.8051093106087909,0.8176944192013927,0.8302795277939944,0.8428646363865963,0.8552902141938917,0.8632349217432663,0.8749499927454726,0.8875351013380742,0.9001202099306754,0.9127053185232771,0.9252904271158789,0.9378755357084806,0.9504606443010818,0.9630457528936834,0.9756308614862853,0.988215970078887,0.9999999999999999
